resp.id,ques,alt,carpool,seat,cargo,eng,price,choice
47,704,1,no,7,3ft,hyb,35,0
47,704,2,no,7,2ft,gas,35,0
47,704,3,no,6,3ft,hyb,30,1
47,705,1,no,6,3ft,elec,30,0
47,705,2,no,6,3ft,gas,30,0
47,705,3,no,8,2ft,gas,30,1
48,706,1,no,7,3ft,hyb,40,0
48,706,2,no,6,3ft,gas,35,1
48,706,3,no,6,2ft,gas,35,0
48,707,1,no,6,3ft,gas,40,1
48,707,2,no,7,2ft,elec,40,0
48,707,3,no,6,2ft,gas,40,0
48,708,1,no,7,3ft,elec,30,0
48,708,2,no,6,3ft,hyb,30,1
48,708,3,no,8,3ft,hyb,30,0
48,709,1,no,7,3ft,elec,40,0
48,709,2,no,8,2ft,gas,30,1
48,709,3,no,6,3ft,hyb,40,0
48,710,1,no,8,2ft,elec,30,0
48,710,2,no,6,2ft,hyb,40,1
48,710,3,no,8,2ft,gas,35,0
48,711,1,no,6,3ft,elec,30,0
48,711,2,no,6,2ft,gas,30,1
48,711,3,no,8,3ft,elec,40,0
48,712,1,no,8,2ft,elec,35,0
48,712,2,no,7,3ft,hyb,30,1
48,712,3,no,8,3ft,gas,35,0
48,713,1,no,8,3ft,gas,30,1
48,713,2,no,8,3ft,elec,30,0
48,713,3,no,6,2ft,elec,30,0
48,714,1,no,7,2ft,hyb,30,0
48,714,2,no,8,3ft,hyb,35,0
48,714,3,no,6,3ft,gas,30,1
48,715,1,no,7,3ft,gas,35,1
48,715,2,no,7,2ft,hyb,40,0
48,715,3,no,7,2ft,elec,35,0
48,716,1,no,8,3ft,elec,35,0
48,716,2,no,7,2ft,hyb,35,0
48,716,3,no,7,2ft,gas,30,1
48,717,1,no,6,2ft,hyb,35,0
48,717,2,no,7,3ft,gas,30,1
48,717,3,no,6,2ft,elec,40,0
48,718,1,no,6,2ft,elec,35,0
48,718,2,no,6,2ft,hyb,30,1
48,718,3,no,8,2ft,gas,40,0
48,719,1,no,7,2ft,elec,30,0
48,719,2,no,6,3ft,elec,40,0
48,719,3,no,8,2ft,hyb,35,1
48,720,1,no,8,2ft,hyb,40,0
48,720,2,no,8,2ft,hyb,30,0
48,720,3,no,7,2ft,gas,40,1
49,721,1,no,8,2ft,elec,35,0
49,721,2,no,8,3ft,hyb,35,0
49,721,3,no,6,3ft,hyb,35,1
49,722,1,no,6,3ft,hyb,40,0
49,722,2,no,7,3ft,elec,40,0
49,722,3,no,6,3ft,gas,30,1
49,723,1,no,8,2ft,elec,30,1
49,723,2,no,8,3ft,elec,30,0
49,723,3,no,8,3ft,elec,35,0
49,724,1,no,7,3ft,hyb,35,1
49,724,2,no,7,3ft,elec,35,0
49,724,3,no,7,2ft,elec,40,0
49,725,1,no,8,3ft,hyb,30,0
49,725,2,no,6,3ft,elec,30,1
49,725,3,no,8,3ft,gas,40,0
49,726,1,no,6,3ft,gas,35,1
49,726,2,no,6,2ft,elec,40,0
49,726,3,no,6,2ft,hyb,30,0
49,727,1,no,8,2ft,hyb,30,0
49,727,2,no,6,2ft,elec,35,0
49,727,3,no,6,3ft,gas,40,1
49,728,1,no,6,2ft,elec,30,0
49,728,2,no,8,2ft,hyb,35,0
49,728,3,no,7,3ft,gas,35,1
49,729,1,no,8,2ft,gas,30,1
49,729,2,no,7,2ft,elec,30,0
49,729,3,no,6,2ft,hyb,40,0
49,730,1,no,7,3ft,gas,40,0
49,730,2,no,6,2ft,gas,35,1
49,730,3,no,8,3ft,gas,35,0
49,731,1,no,8,3ft,hyb,40,0
49,731,2,no,6,2ft,hyb,35,1
49,731,3,no,8,3ft,elec,40,0
49,732,1,no,7,2ft,gas,35,0
49,732,2,no,6,3ft,hyb,30,1
49,732,3,no,7,2ft,hyb,30,0
49,733,1,no,8,2ft,gas,40,0
49,733,2,no,6,3ft,elec,35,1
49,733,3,no,8,3ft,gas,30,0
49,734,1,no,6,3ft,elec,40,0
49,734,2,no,8,2ft,hyb,40,0
49,734,3,no,7,2ft,gas,40,1
49,735,1,no,7,3ft,elec,30,0
49,735,2,no,8,2ft,elec,40,0
49,735,3,no,7,2ft,gas,30,1
50,736,1,no,7,3ft,elec,30,0
50,736,2,no,7,3ft,gas,40,1
50,736,3,no,8,3ft,gas,40,0
50,737,1,no,6,2ft,elec,30,0
50,737,2,no,8,3ft,gas,35,1
50,737,3,no,7,2ft,elec,40,0
50,738,1,no,8,3ft,elec,35,0
50,738,2,no,6,3ft,hyb,35,1
50,738,3,no,7,2ft,hyb,35,0
50,739,1,no,7,2ft,hyb,40,0
50,739,2,no,8,3ft,hyb,35,1
50,739,3,no,8,3ft,hyb,30,0
50,740,1,no,8,3ft,gas,30,0
50,740,2,no,6,3ft,gas,30,1
50,740,3,no,6,3ft,elec,35,0
50,741,1,no,8,3ft,elec,40,0
50,741,2,no,8,3ft,elec,30,1
50,741,3,no,7,3ft,elec,40,0
50,742,1,no,8,2ft,hyb,35,0
50,742,2,no,6,2ft,hyb,35,1
50,742,3,no,6,2ft,elec,40,0
50,743,1,no,7,3ft,gas,30,1
50,743,2,no,8,2ft,hyb,40,0
50,743,3,no,6,2ft,elec,35,0
50,744,1,no,7,2ft,elec,30,0
50,744,2,no,8,3ft,hyb,40,0
50,744,3,no,8,2ft,gas,30,1
50,745,1,no,7,3ft,hyb,30,1
50,745,2,no,8,2ft,elec,40,0
50,745,3,no,8,2ft,elec,30,0
50,746,1,no,7,3ft,hyb,40,0
50,746,2,no,6,2ft,gas,30,1
50,746,3,no,7,3ft,elec,35,0
50,747,1,no,7,2ft,hyb,30,0
50,747,2,no,6,3ft,gas,40,0
50,747,3,no,6,2ft,gas,40,1
50,748,1,no,8,2ft,gas,35,0
50,748,2,no,8,2ft,elec,35,0
50,748,3,no,6,2ft,hyb,30,1
50,749,1,no,7,2ft,gas,40,0
50,749,2,no,6,2ft,hyb,40,0
50,749,3,no,6,3ft,gas,35,1
50,750,1,no,7,3ft,gas,35,1
50,750,2,no,8,2ft,hyb,30,0
50,750,3,no,6,3ft,elec,40,0
51,751,1,no,8,2ft,elec,40,0
51,751,2,no,6,3ft,hyb,30,1
51,751,3,no,8,2ft,elec,35,0
51,752,1,no,8,3ft,gas,35,0
51,752,2,no,7,3ft,hyb,35,0
51,752,3,no,8,2ft,hyb,35,1
51,753,1,no,6,3ft,gas,35,0
51,753,2,no,8,2ft,gas,30,0
51,753,3,no,6,2ft,hyb,30,1
51,754,1,no,6,2ft,elec,40,0
51,754,2,no,8,3ft,hyb,30,1
51,754,3,no,7,2ft,gas,40,0
51,755,1,no,8,2ft,gas,35,0
51,755,2,no,7,3ft,hyb,30,1
51,755,3,no,6,3ft,hyb,40,0
51,756,1,no,8,2ft,hyb,40,1
51,756,2,no,7,3ft,elec,30,0
51,756,3,no,7,2ft,elec,30,0
51,757,1,no,7,2ft,elec,35,0
51,757,2,no,6,3ft,elec,40,0
51,757,3,no,6,3ft,elec,30,1
51,758,1,no,6,3ft,gas,30,0
51,758,2,no,6,3ft,elec,35,1
51,758,3,no,8,3ft,elec,40,0
51,759,1,no,7,3ft,gas,40,0
51,759,2,no,8,3ft,gas,30,0
51,759,3,no,7,2ft,hyb,35,1
51,760,1,no,7,2ft,hyb,30,1
51,760,2,no,7,2ft,gas,35,0
51,760,3,no,6,2ft,hyb,35,0
51,761,1,no,6,3ft,gas,40,0
51,761,2,no,7,3ft,elec,35,0
51,761,3,no,8,2ft,hyb,30,1
51,762,1,no,8,2ft,gas,40,0
51,762,2,no,8,3ft,hyb,40,1
51,762,3,no,6,2ft,hyb,40,0
51,763,1,no,8,3ft,elec,35,0
51,763,2,no,7,3ft,gas,30,0
51,763,3,no,6,3ft,hyb,35,1
51,764,1,no,7,3ft,elec,40,0
51,764,2,no,6,2ft,gas,30,1
51,764,3,no,7,2ft,hyb,40,0
51,765,1,no,7,2ft,elec,40,0
51,765,2,no,8,3ft,elec,30,0
51,765,3,no,6,2ft,gas,35,1
52,766,1,yes,7,3ft,gas,35,1
52,766,2,yes,6,2ft,gas,35,0
52,766,3,yes,7,2ft,hyb,30,0
52,767,1,yes,6,2ft,elec,40,0
52,767,2,yes,8,2ft,elec,30,0
52,767,3,yes,7,3ft,elec,35,1
52,768,1,yes,7,3ft,elec,40,0
52,768,2,yes,8,2ft,hyb,30,1
52,768,3,yes,8,2ft,gas,35,0
52,769,1,yes,8,3ft,gas,30,1
52,769,2,yes,8,3ft,elec,35,0
52,769,3,yes,6,3ft,hyb,35,0
52,770,1,yes,6,2ft,hyb,40,0
52,770,2,yes,7,3ft,elec,30,1
52,770,3,yes,8,3ft,gas,40,0
52,771,1,yes,8,2ft,elec,40,0
52,771,2,yes,7,2ft,elec,30,1
52,771,3,yes,8,2ft,hyb,40,0
52,772,1,yes,6,3ft,gas,35,1
52,772,2,yes,8,2ft,gas,30,0
52,772,3,yes,6,3ft,hyb,30,0
52,773,1,yes,6,2ft,gas,40,1
52,773,2,yes,7,2ft,hyb,40,0
52,773,3,yes,6,2ft,elec,35,0
52,774,1,yes,6,2ft,elec,30,0
52,774,2,yes,6,3ft,gas,30,1
52,774,3,yes,7,2ft,gas,40,0
52,775,1,yes,7,2ft,gas,35,1
52,775,2,yes,8,3ft,hyb,40,0
52,775,3,yes,8,2ft,hyb,35,0
52,776,1,yes,8,3ft,gas,35,1
52,776,2,yes,6,2ft,hyb,35,0
52,776,3,yes,6,3ft,hyb,40,0
52,777,1,yes,7,3ft,gas,30,1
52,777,2,yes,6,2ft,hyb,30,0
52,777,3,yes,8,2ft,gas,40,0
52,778,1,yes,7,3ft,hyb,40,0
52,778,2,yes,6,2ft,gas,30,0
52,778,3,yes,8,3ft,hyb,30,1
52,779,1,yes,6,3ft,elec,40,0
52,779,2,yes,8,3ft,elec,30,0
52,779,3,yes,7,2ft,gas,30,1
52,780,1,yes,7,2ft,hyb,35,0
52,780,2,yes,7,2ft,elec,40,0
52,780,3,yes,6,3ft,elec,35,1
53,781,1,no,7,2ft,gas,40,1
53,781,2,no,8,3ft,hyb,40,0
53,781,3,no,8,2ft,hyb,35,0
53,782,1,no,7,2ft,hyb,35,0
53,782,2,no,7,3ft,elec,30,1
53,782,3,no,8,3ft,hyb,35,0
53,783,1,no,7,3ft,hyb,35,0
53,783,2,no,6,3ft,hyb,30,1
53,783,3,no,6,3ft,elec,30,0
53,784,1,no,8,2ft,hyb,40,0
53,784,2,no,7,2ft,elec,35,0
53,784,3,no,8,3ft,gas,35,1
53,785,1,no,8,2ft,gas,30,0
53,785,2,no,8,3ft,gas,40,1
53,785,3,no,6,3ft,elec,40,0
53,786,1,no,7,3ft,hyb,40,0
53,786,2,no,8,2ft,gas,40,0
53,786,3,no,6,3ft,hyb,35,1
53,787,1,no,6,2ft,elec,35,0
53,787,2,no,6,2ft,elec,40,0
53,787,3,no,6,3ft,elec,35,1
53,788,1,no,6,2ft,gas,35,0
53,788,2,no,8,2ft,hyb,30,1
53,788,3,no,6,2ft,hyb,40,0
53,789,1,no,6,2ft,gas,30,1
53,789,2,no,6,2ft,gas,40,0
53,789,3,no,6,2ft,hyb,35,0
53,790,1,no,8,2ft,elec,35,0
53,790,2,no,7,3ft,gas,35,1
53,790,3,no,8,3ft,elec,30,0
53,791,1,no,7,3ft,elec,35,0
53,791,2,no,8,2ft,elec,40,0
53,791,3,no,6,2ft,hyb,30,1
53,792,1,no,7,2ft,gas,35,0
53,792,2,no,6,2ft,elec,30,0
53,792,3,no,6,3ft,gas,30,1
53,793,1,no,7,3ft,elec,40,0
53,793,2,no,7,2ft,gas,30,1
53,793,3,no,7,2ft,hyb,40,0
53,794,1,no,7,2ft,elec,30,0
53,794,2,no,7,3ft,gas,40,1
53,794,3,no,8,3ft,elec,35,0
53,795,1,no,8,3ft,elec,40,0
53,795,2,no,8,3ft,gas,30,1
53,795,3,no,7,2ft,hyb,30,0
54,796,1,no,8,2ft,hyb,40,0
54,796,2,no,6,3ft,hyb,30,1
54,796,3,no,6,2ft,gas,35,0
54,797,1,no,8,3ft,gas,30,1
54,797,2,no,8,2ft,elec,40,0
54,797,3,no,7,2ft,elec,35,0
54,798,1,no,6,3ft,gas,40,1
54,798,2,no,7,3ft,hyb,35,0
54,798,3,no,6,2ft,gas,40,0
54,799,1,no,6,2ft,hyb,30,1
54,799,2,no,7,2ft,elec,30,0
54,799,3,no,8,3ft,hyb,40,0
54,800,1,no,8,2ft,hyb,35,0
54,800,2,no,7,2ft,gas,40,0
54,800,3,no,8,2ft,hyb,30,1
54,801,1,no,6,3ft,hyb,35,1
54,801,2,no,6,3ft,elec,40,0
54,801,3,no,8,3ft,elec,30,0
54,802,1,no,7,2ft,hyb,40,0
54,802,2,no,6,2ft,elec,30,0
54,802,3,no,8,3ft,hyb,35,1
54,803,1,no,7,3ft,hyb,30,1
54,803,2,no,7,3ft,hyb,40,0
54,803,3,no,6,3ft,elec,30,0
54,804,1,no,8,3ft,elec,35,0
54,804,2,no,6,2ft,gas,30,1
54,804,3,no,8,2ft,gas,35,0
54,805,1,no,8,2ft,elec,30,0
54,805,2,no,6,2ft,elec,40,0
54,805,3,no,8,3ft,hyb,30,1
54,806,1,no,8,3ft,elec,40,0
54,806,2,no,6,3ft,elec,35,0
54,806,3,no,7,2ft,gas,30,1
54,807,1,no,8,3ft,gas,40,1
54,807,2,no,8,3ft,gas,35,0
54,807,3,no,7,3ft,gas,30,0
54,808,1,no,7,2ft,elec,40,0
54,808,2,no,7,3ft,gas,40,0
54,808,3,no,7,2ft,gas,35,1
54,809,1,no,6,3ft,gas,30,1
54,809,2,no,6,2ft,hyb,35,0
54,809,3,no,6,3ft,gas,35,0
54,810,1,no,7,3ft,gas,35,0
54,810,2,no,8,2ft,gas,40,1
54,810,3,no,6,2ft,elec,35,0
55,811,1,no,7,3ft,gas,40,0
55,811,2,no,6,2ft,hyb,30,1
55,811,3,no,8,2ft,hyb,30,0
55,812,1,no,8,3ft,hyb,30,1
55,812,2,no,7,2ft,elec,30,0
55,812,3,no,8,3ft,hyb,35,0
55,813,1,no,6,2ft,elec,35,0
55,813,2,no,7,3ft,hyb,30,1
55,813,3,no,7,3ft,hyb,40,0
55,814,1,no,6,2ft,hyb,35,0
55,814,2,no,7,3ft,gas,30,1
55,814,3,no,8,2ft,elec,35,0
55,815,1,no,7,3ft,elec,35,0
55,815,2,no,8,2ft,hyb,40,1
55,815,3,no,8,2ft,elec,40,0
55,816,1,no,6,2ft,gas,35,0
55,816,2,no,6,3ft,elec,30,1
55,816,3,no,6,3ft,hyb,35,0
55,817,1,no,6,3ft,hyb,40,0
55,817,2,no,6,3ft,gas,35,1
55,817,3,no,6,3ft,elec,40,0
55,818,1,no,6,2ft,elec,40,0
55,818,2,no,7,2ft,gas,40,0
55,818,3,no,6,3ft,gas,30,1
55,819,1,no,6,3ft,hyb,30,1
55,819,2,no,7,3ft,elec,40,0
55,819,3,no,7,2ft,gas,30,0
55,820,1,no,8,3ft,elec,30,1
55,820,2,no,6,3ft,gas,40,0
55,820,3,no,7,2ft,hyb,40,0
55,821,1,no,8,3ft,gas,30,1
55,821,2,no,6,2ft,gas,30,0
55,821,3,no,7,2ft,hyb,30,0
55,822,1,no,7,2ft,elec,35,0
55,822,2,no,8,3ft,gas,35,1
55,822,3,no,8,3ft,gas,40,0
55,823,1,no,8,2ft,elec,30,0
55,823,2,no,8,2ft,hyb,35,0
55,823,3,no,6,2ft,elec,30,1
55,824,1,no,8,3ft,elec,40,0
55,824,2,no,8,3ft,hyb,40,0
55,824,3,no,8,3ft,elec,35,1
55,825,1,no,7,2ft,elec,40,0
55,825,2,no,7,2ft,gas,35,0
55,825,3,no,7,3ft,hyb,35,1
56,826,1,no,6,2ft,hyb,35,0
56,826,2,no,7,2ft,elec,40,0
56,826,3,no,8,3ft,hyb,35,1
56,827,1,no,6,2ft,gas,40,1
56,827,2,no,8,3ft,elec,35,0
56,827,3,no,7,2ft,gas,40,0
56,828,1,no,7,2ft,elec,30,0
56,828,2,no,7,3ft,elec,40,0
56,828,3,no,7,2ft,hyb,30,1
56,829,1,no,8,3ft,hyb,30,1
56,829,2,no,6,2ft,elec,40,0
56,829,3,no,7,2ft,hyb,40,0
56,830,1,no,8,2ft,hyb,40,0
56,830,2,no,6,3ft,gas,40,0
56,830,3,no,8,2ft,elec,30,1
56,831,1,no,8,3ft,gas,35,1
56,831,2,no,7,3ft,hyb,30,0
56,831,3,no,6,3ft,gas,35,0
56,832,1,no,8,2ft,gas,35,0
56,832,2,no,7,3ft,hyb,35,0
56,832,3,no,6,2ft,gas,35,1
56,833,1,no,7,2ft,gas,30,0
56,833,2,no,8,2ft,gas,30,0
56,833,3,no,7,3ft,gas,35,1
56,834,1,no,8,3ft,elec,40,0
56,834,2,no,7,3ft,hyb,40,0
56,834,3,no,8,3ft,gas,40,1
56,835,1,no,6,3ft,elec,30,0
56,835,2,no,6,2ft,gas,30,1
56,835,3,no,8,3ft,hyb,40,0
56,836,1,no,6,3ft,hyb,30,1
56,836,2,no,7,3ft,gas,30,0
56,836,3,no,6,3ft,hyb,40,0
56,837,1,no,7,3ft,elec,35,0
56,837,2,no,8,3ft,gas,30,1
56,837,3,no,7,2ft,elec,35,0
56,838,1,no,6,2ft,elec,30,0
56,838,2,no,6,3ft,elec,35,0
56,838,3,no,8,2ft,hyb,35,1
56,839,1,no,7,3ft,elec,30,0
56,839,2,no,7,2ft,gas,35,1
56,839,3,no,8,2ft,hyb,30,0
56,840,1,no,6,2ft,elec,35,0
56,840,2,no,7,2ft,hyb,35,0
56,840,3,no,6,3ft,gas,30,1
57,841,1,yes,8,2ft,hyb,40,0
57,841,2,yes,6,3ft,elec,30,1
57,841,3,yes,6,2ft,hyb,30,0
57,842,1,yes,8,2ft,elec,40,0
57,842,2,yes,7,2ft,elec,40,0
57,842,3,yes,6,3ft,gas,40,1
57,843,1,yes,6,3ft,elec,40,0
57,843,2,yes,6,2ft,gas,35,0
57,843,3,yes,8,3ft,gas,30,1
57,844,1,yes,6,3ft,hyb,40,0
57,844,2,yes,7,2ft,hyb,40,0
57,844,3,yes,8,3ft,elec,30,1
57,845,1,yes,6,3ft,gas,35,1
57,845,2,yes,8,3ft,hyb,40,0
57,845,3,yes,7,3ft,hyb,40,0
57,846,1,yes,6,2ft,hyb,35,1
57,846,2,yes,8,3ft,elec,35,0
57,846,3,yes,8,3ft,gas,40,0
57,847,1,yes,8,2ft,gas,35,0
57,847,2,yes,8,3ft,hyb,30,0
57,847,3,yes,7,3ft,hyb,35,1
57,848,1,yes,6,3ft,hyb,30,0
57,848,2,yes,8,2ft,gas,30,0
57,848,3,yes,6,3ft,gas,30,1
57,849,1,yes,7,3ft,elec,35,1
57,849,2,yes,7,2ft,hyb,35,0
57,849,3,yes,6,2ft,elec,40,0
57,850,1,yes,8,3ft,hyb,35,0
57,850,2,yes,6,2ft,elec,30,1
57,850,3,yes,6,2ft,gas,40,0
57,851,1,yes,7,2ft,elec,35,0
57,851,2,yes,7,3ft,gas,30,0
57,851,3,yes,7,3ft,gas,40,1
57,852,1,yes,8,2ft,gas,40,0
57,852,2,yes,7,3ft,elec,30,1
57,852,3,yes,7,3ft,gas,35,0
57,853,1,yes,8,2ft,elec,35,0
57,853,2,yes,7,3ft,elec,40,1
57,853,3,yes,7,2ft,gas,40,0
57,854,1,yes,6,2ft,gas,30,0
57,854,2,yes,6,3ft,elec,35,1
57,854,3,yes,6,3ft,hyb,35,0
57,855,1,yes,7,2ft,hyb,30,0
57,855,2,yes,8,2ft,hyb,30,0
57,855,3,yes,7,2ft,gas,35,1
58,856,1,no,6,2ft,hyb,30,0
58,856,2,no,6,2ft,gas,30,1
58,856,3,no,6,3ft,gas,35,0
58,857,1,no,7,3ft,gas,30,0
58,857,2,no,6,3ft,gas,30,1
58,857,3,no,7,3ft,hyb,40,0
58,858,1,no,6,3ft,elec,40,0
58,858,2,no,8,3ft,gas,30,1
58,858,3,no,7,2ft,hyb,35,0
58,859,1,no,6,2ft,elec,40,0
58,859,2,no,6,3ft,hyb,35,1
58,859,3,no,7,2ft,gas,40,0
58,860,1,no,8,2ft,hyb,35,0
58,860,2,no,7,3ft,gas,35,1
58,860,3,no,8,2ft,gas,30,0
58,861,1,no,6,2ft,hyb,35,1
58,861,2,no,8,2ft,hyb,30,0
58,861,3,no,6,2ft,hyb,40,0
58,862,1,no,8,3ft,elec,30,1
58,862,2,no,7,2ft,hyb,40,0
58,862,3,no,6,2ft,gas,40,0
58,863,1,no,8,2ft,hyb,40,0
58,863,2,no,6,3ft,elec,35,1
58,863,3,no,8,2ft,elec,40,0
58,864,1,no,6,3ft,hyb,40,1
58,864,2,no,7,3ft,elec,40,0
58,864,3,no,7,3ft,hyb,35,0
58,865,1,no,6,3ft,hyb,30,1
58,865,2,no,8,3ft,hyb,35,0
58,865,3,no,7,2ft,gas,35,0
58,866,1,no,7,2ft,gas,30,0
58,866,2,no,8,3ft,gas,40,1
58,866,3,no,8,2ft,elec,35,0
58,867,1,no,8,3ft,gas,35,0
58,867,2,no,7,2ft,elec,40,0
58,867,3,no,7,3ft,hyb,30,1
58,868,1,no,7,2ft,elec,35,0
58,868,2,no,8,3ft,elec,35,1
58,868,3,no,8,3ft,hyb,40,0
58,869,1,no,8,2ft,gas,35,0
58,869,2,no,6,3ft,elec,30,1
58,869,3,no,8,3ft,hyb,30,0
58,870,1,no,7,3ft,gas,40,0
58,870,2,no,8,2ft,elec,30,1
58,870,3,no,7,2ft,hyb,30,0
59,871,1,yes,6,2ft,hyb,40,0
59,871,2,yes,7,2ft,gas,30,1
59,871,3,yes,8,2ft,elec,30,0
59,872,1,yes,7,3ft,gas,30,1
59,872,2,yes,6,2ft,gas,35,0
59,872,3,yes,6,3ft,gas,35,0
59,873,1,yes,6,3ft,hyb,40,0
59,873,2,yes,8,2ft,hyb,30,1
59,873,3,yes,8,3ft,hyb,30,0
59,874,1,yes,8,2ft,gas,30,1
59,874,2,yes,6,2ft,hyb,35,0
59,874,3,yes,6,3ft,gas,30,0
59,875,1,yes,6,2ft,elec,40,0
59,875,2,yes,7,2ft,elec,40,0
59,875,3,yes,6,2ft,elec,30,1
59,876,1,yes,6,3ft,elec,35,0
59,876,2,yes,7,3ft,elec,35,0
59,876,3,yes,7,3ft,hyb,40,1
59,877,1,yes,7,2ft,gas,35,1
59,877,2,yes,8,3ft,gas,35,0
59,877,3,yes,8,3ft,elec,40,0
59,878,1,yes,6,2ft,hyb,30,1
59,878,2,yes,7,2ft,elec,35,0
59,878,3,yes,8,3ft,hyb,40,0
59,879,1,yes,7,3ft,gas,35,0
59,879,2,yes,6,3ft,elec,40,0
59,879,3,yes,7,2ft,hyb,40,1
59,880,1,yes,8,2ft,gas,40,0
59,880,2,yes,8,3ft,elec,30,1
59,880,3,yes,6,3ft,elec,30,0
59,881,1,yes,7,3ft,gas,40,1
59,881,2,yes,7,2ft,hyb,35,0
59,881,3,yes,8,2ft,hyb,40,0
59,882,1,yes,7,3ft,hyb,30,0
59,882,2,yes,6,2ft,gas,30,0
59,882,3,yes,8,2ft,hyb,35,1
59,883,1,yes,8,3ft,gas,40,0
59,883,2,yes,8,2ft,gas,35,1
59,883,3,yes,7,3ft,hyb,35,0
59,884,1,yes,7,3ft,elec,30,1
59,884,2,yes,7,3ft,elec,40,0
59,884,3,yes,7,2ft,elec,30,0
59,885,1,yes,8,2ft,elec,40,0
59,885,2,yes,8,2ft,elec,35,0
59,885,3,yes,6,3ft,hyb,30,1
60,886,1,no,6,2ft,elec,40,0
60,886,2,no,7,3ft,elec,30,1
60,886,3,no,7,2ft,gas,35,0
60,887,1,no,7,2ft,elec,30,1
60,887,2,no,8,2ft,gas,40,0
60,887,3,no,8,2ft,hyb,40,0
60,888,1,no,6,2ft,gas,35,1
60,888,2,no,7,2ft,elec,40,0
60,888,3,no,7,3ft,elec,35,0
60,889,1,no,7,2ft,hyb,40,0
60,889,2,no,8,3ft,gas,40,1
60,889,3,no,6,3ft,hyb,35,0
60,890,1,no,7,2ft,gas,30,1
60,890,2,no,7,2ft,hyb,30,0
60,890,3,no,8,3ft,elec,40,0
60,891,1,no,7,2ft,elec,35,0
60,891,2,no,6,2ft,hyb,35,0
60,891,3,no,6,2ft,elec,30,1
60,892,1,no,7,3ft,gas,30,1
60,892,2,no,8,2ft,gas,30,0
60,892,3,no,8,3ft,elec,30,0
60,893,1,no,8,3ft,hyb,35,1
60,893,2,no,8,2ft,elec,40,0
60,893,3,no,6,2ft,hyb,30,0
60,894,1,no,6,3ft,elec,35,0
60,894,2,no,7,2ft,gas,40,0
60,894,3,no,7,2ft,hyb,35,1
60,895,1,no,6,2ft,gas,30,0
60,895,2,no,6,3ft,gas,40,0
60,895,3,no,8,3ft,gas,30,1
60,896,1,no,7,3ft,gas,40,0
60,896,2,no,8,3ft,hyb,30,1
60,896,3,no,6,3ft,hyb,40,0
60,897,1,no,6,3ft,elec,30,1
60,897,2,no,8,2ft,hyb,30,0
60,897,3,no,8,2ft,elec,30,0
60,898,1,no,8,3ft,hyb,40,0
60,898,2,no,6,2ft,gas,40,1
60,898,3,no,6,2ft,elec,35,0
60,899,1,no,8,3ft,gas,35,1
60,899,2,no,6,2ft,hyb,40,0
60,899,3,no,8,2ft,elec,35,0
60,900,1,no,7,3ft,hyb,35,0
60,900,2,no,7,3ft,hyb,40,1
60,900,3,no,6,3ft,elec,40,0
61,901,1,yes,7,2ft,elec,40,0
61,901,2,yes,8,3ft,elec,35,0
61,901,3,yes,7,3ft,gas,35,1
61,902,1,yes,8,2ft,elec,30,1
61,902,2,yes,8,2ft,hyb,35,0
61,902,3,yes,6,2ft,hyb,40,0
61,903,1,yes,6,3ft,gas,30,1
61,903,2,yes,6,3ft,elec,30,0
61,903,3,yes,7,2ft,gas,40,0
61,904,1,yes,7,3ft,hyb,30,1
61,904,2,yes,8,2ft,gas,30,0
61,904,3,yes,8,3ft,gas,30,0
61,905,1,yes,8,3ft,elec,30,1
61,905,2,yes,8,3ft,hyb,40,0
61,905,3,yes,7,2ft,elec,30,0
61,906,1,yes,7,2ft,gas,30,0
61,906,2,yes,7,3ft,elec,35,0
61,906,3,yes,6,3ft,hyb,30,1
61,907,1,yes,7,3ft,gas,40,0
61,907,2,yes,8,3ft,gas,40,0
61,907,3,yes,6,3ft,gas,35,1
61,908,1,yes,6,3ft,elec,40,1
61,908,2,yes,8,3ft,hyb,35,0
61,908,3,yes,6,3ft,gas,40,0
61,909,1,yes,7,2ft,elec,35,0
61,909,2,yes,7,3ft,hyb,40,1
61,909,3,yes,6,2ft,gas,35,0
61,910,1,yes,7,2ft,hyb,35,1
61,910,2,yes,8,2ft,gas,40,0
61,910,3,yes,8,2ft,gas,35,0
61,911,1,yes,8,2ft,elec,35,1
61,911,2,yes,8,3ft,elec,40,0
61,911,3,yes,6,2ft,elec,40,0
61,912,1,yes,7,3ft,elec,40,0
61,912,2,yes,6,2ft,gas,30,1
61,912,3,yes,6,2ft,gas,40,0
61,913,1,yes,6,3ft,hyb,40,0
61,913,2,yes,7,2ft,hyb,40,0
61,913,3,yes,6,2ft,elec,30,1
61,914,1,yes,7,3ft,gas,30,0
61,914,2,yes,6,3ft,hyb,35,1
61,914,3,yes,8,2ft,hyb,40,0
61,915,1,yes,8,2ft,hyb,30,1
61,915,2,yes,7,3ft,elec,30,0
61,915,3,yes,6,2ft,hyb,30,0
62,916,1,no,7,3ft,gas,30,1
62,916,2,no,7,2ft,hyb,35,0
62,916,3,no,6,3ft,elec,30,0
62,917,1,no,7,3ft,elec,30,0
62,917,2,no,8,3ft,gas,40,1
62,917,3,no,7,3ft,hyb,35,0
62,918,1,no,7,2ft,hyb,30,0
62,918,2,no,8,2ft,hyb,30,1
62,918,3,no,7,2ft,hyb,40,0
62,919,1,no,7,3ft,hyb,30,0
